"day_only","platform","cum_messages","person","type"
2020-12-21,"Facebook",58616,"Thierry Baudet (FvD)","Number of Shares"
2020-12-22,"Facebook",58719,"Thierry Baudet (FvD)","Number of Shares"
2020-12-23,"Facebook",58719,"Thierry Baudet (FvD)","Number of Shares"
2020-12-24,"Facebook",59036,"Thierry Baudet (FvD)","Number of Shares"
2020-12-25,"Facebook",69003,"Thierry Baudet (FvD)","Number of Shares"
2020-12-26,"Facebook",69113,"Thierry Baudet (FvD)","Number of Shares"
2020-12-27,"Facebook",69259,"Thierry Baudet (FvD)","Number of Shares"
2020-12-28,"Facebook",70047,"Thierry Baudet (FvD)","Number of Shares"
2020-12-29,"Facebook",70585,"Thierry Baudet (FvD)","Number of Shares"
2020-12-30,"Facebook",73842,"Thierry Baudet (FvD)","Number of Shares"
2020-12-31,"Facebook",73901,"Thierry Baudet (FvD)","Number of Shares"
2021-01-01,"Facebook",74021,"Thierry Baudet (FvD)","Number of Shares"
2021-01-02,"Facebook",74066,"Thierry Baudet (FvD)","Number of Shares"
2021-01-03,"Facebook",75315,"Thierry Baudet (FvD)","Number of Shares"
2021-01-04,"Facebook",75440,"Thierry Baudet (FvD)","Number of Shares"
2021-01-05,"Facebook",75475,"Thierry Baudet (FvD)","Number of Shares"
2021-01-06,"Facebook",75783,"Thierry Baudet (FvD)","Number of Shares"
2021-01-07,"Facebook",75783,"Thierry Baudet (FvD)","Number of Shares"
2021-01-08,"Facebook",75783,"Thierry Baudet (FvD)","Number of Shares"
2021-01-09,"Facebook",75856,"Thierry Baudet (FvD)","Number of Shares"
2021-01-10,"Facebook",75856,"Thierry Baudet (FvD)","Number of Shares"
2021-01-11,"Facebook",75856,"Thierry Baudet (FvD)","Number of Shares"
2021-01-12,"Facebook",78520,"Thierry Baudet (FvD)","Number of Shares"
2021-01-13,"Facebook",78591,"Thierry Baudet (FvD)","Number of Shares"
2021-01-14,"Facebook",78896,"Thierry Baudet (FvD)","Number of Shares"
2021-01-15,"Facebook",79382,"Thierry Baudet (FvD)","Number of Shares"
2021-01-16,"Facebook",79616,"Thierry Baudet (FvD)","Number of Shares"
2021-01-17,"Facebook",80126,"Thierry Baudet (FvD)","Number of Shares"
2021-01-18,"Facebook",80259,"Thierry Baudet (FvD)","Number of Shares"
2021-01-19,"Facebook",83132,"Thierry Baudet (FvD)","Number of Shares"
2021-01-20,"Facebook",83733,"Thierry Baudet (FvD)","Number of Shares"
2021-01-21,"Facebook",84365,"Thierry Baudet (FvD)","Number of Shares"
2021-01-22,"Facebook",85692,"Thierry Baudet (FvD)","Number of Shares"
2021-01-23,"Facebook",86138,"Thierry Baudet (FvD)","Number of Shares"
2021-01-24,"Facebook",86214,"Thierry Baudet (FvD)","Number of Shares"
2021-01-25,"Facebook",86214,"Thierry Baudet (FvD)","Number of Shares"
2021-01-26,"Facebook",92215,"Thierry Baudet (FvD)","Number of Shares"
2021-01-27,"Facebook",92554,"Thierry Baudet (FvD)","Number of Shares"
2021-01-28,"Facebook",92606,"Thierry Baudet (FvD)","Number of Shares"
2021-01-29,"Facebook",92632,"Thierry Baudet (FvD)","Number of Shares"
2021-01-30,"Facebook",92632,"Thierry Baudet (FvD)","Number of Shares"
2021-01-31,"Facebook",93684,"Thierry Baudet (FvD)","Number of Shares"
2021-02-01,"Facebook",93684,"Thierry Baudet (FvD)","Number of Shares"
2021-02-02,"Facebook",95138,"Thierry Baudet (FvD)","Number of Shares"
2021-02-03,"Facebook",98720,"Thierry Baudet (FvD)","Number of Shares"
2021-02-04,"Facebook",99723,"Thierry Baudet (FvD)","Number of Shares"
2021-02-05,"Facebook",99723,"Thierry Baudet (FvD)","Number of Shares"
2021-02-06,"Facebook",99827,"Thierry Baudet (FvD)","Number of Shares"
2021-02-07,"Facebook",100998,"Thierry Baudet (FvD)","Number of Shares"
2021-02-08,"Facebook",101764,"Thierry Baudet (FvD)","Number of Shares"
2021-02-09,"Facebook",102076,"Thierry Baudet (FvD)","Number of Shares"
2021-02-10,"Facebook",103723,"Thierry Baudet (FvD)","Number of Shares"
2021-02-11,"Facebook",105560,"Thierry Baudet (FvD)","Number of Shares"
2021-02-12,"Facebook",105775,"Thierry Baudet (FvD)","Number of Shares"
2021-02-13,"Facebook",106043,"Thierry Baudet (FvD)","Number of Shares"
2021-02-14,"Facebook",106296,"Thierry Baudet (FvD)","Number of Shares"
2021-02-15,"Facebook",108547,"Thierry Baudet (FvD)","Number of Shares"
2021-02-16,"Facebook",108547,"Thierry Baudet (FvD)","Number of Shares"
2021-02-17,"Facebook",109141,"Thierry Baudet (FvD)","Number of Shares"
2021-02-18,"Facebook",110276,"Thierry Baudet (FvD)","Number of Shares"
2021-02-19,"Facebook",112809,"Thierry Baudet (FvD)","Number of Shares"
2021-02-20,"Facebook",116056,"Thierry Baudet (FvD)","Number of Shares"
2021-02-21,"Facebook",118111,"Thierry Baudet (FvD)","Number of Shares"
2021-02-22,"Facebook",118156,"Thierry Baudet (FvD)","Number of Shares"
2020-08-14,"Twitter",0,"Thierry Baudet (FvD)","Number of Shares"
2020-08-15,"Twitter",506,"Thierry Baudet (FvD)","Number of Shares"
2020-08-16,"Twitter",924,"Thierry Baudet (FvD)","Number of Shares"
2020-08-17,"Twitter",1404,"Thierry Baudet (FvD)","Number of Shares"
2020-08-18,"Twitter",2134,"Thierry Baudet (FvD)","Number of Shares"
2020-08-19,"Twitter",2964,"Thierry Baudet (FvD)","Number of Shares"
2020-08-20,"Twitter",2964,"Thierry Baudet (FvD)","Number of Shares"
2020-08-21,"Twitter",2964,"Thierry Baudet (FvD)","Number of Shares"
2020-08-22,"Twitter",3328,"Thierry Baudet (FvD)","Number of Shares"
2020-08-23,"Twitter",3328,"Thierry Baudet (FvD)","Number of Shares"
2020-08-24,"Twitter",4803,"Thierry Baudet (FvD)","Number of Shares"
2020-08-25,"Twitter",5673,"Thierry Baudet (FvD)","Number of Shares"
2020-08-26,"Twitter",6782,"Thierry Baudet (FvD)","Number of Shares"
2020-08-27,"Twitter",7939,"Thierry Baudet (FvD)","Number of Shares"
2020-08-28,"Twitter",7939,"Thierry Baudet (FvD)","Number of Shares"
2020-08-29,"Twitter",7939,"Thierry Baudet (FvD)","Number of Shares"
2020-08-30,"Twitter",7939,"Thierry Baudet (FvD)","Number of Shares"
2020-08-31,"Twitter",8344,"Thierry Baudet (FvD)","Number of Shares"
2020-09-01,"Twitter",8344,"Thierry Baudet (FvD)","Number of Shares"
2020-09-02,"Twitter",9531,"Thierry Baudet (FvD)","Number of Shares"
2020-09-03,"Twitter",9531,"Thierry Baudet (FvD)","Number of Shares"
2020-09-04,"Twitter",10314,"Thierry Baudet (FvD)","Number of Shares"
2020-09-05,"Twitter",10314,"Thierry Baudet (FvD)","Number of Shares"
2020-09-06,"Twitter",10314,"Thierry Baudet (FvD)","Number of Shares"
2020-09-07,"Twitter",10762,"Thierry Baudet (FvD)","Number of Shares"
2020-09-08,"Twitter",11332,"Thierry Baudet (FvD)","Number of Shares"
2020-09-09,"Twitter",13889,"Thierry Baudet (FvD)","Number of Shares"
2020-09-10,"Twitter",14211,"Thierry Baudet (FvD)","Number of Shares"
2020-09-11,"Twitter",14332,"Thierry Baudet (FvD)","Number of Shares"
2020-09-12,"Twitter",17372,"Thierry Baudet (FvD)","Number of Shares"
2020-09-13,"Twitter",17474,"Thierry Baudet (FvD)","Number of Shares"
2020-09-14,"Twitter",17831,"Thierry Baudet (FvD)","Number of Shares"
2020-09-15,"Twitter",18340,"Thierry Baudet (FvD)","Number of Shares"
2020-09-16,"Twitter",19401,"Thierry Baudet (FvD)","Number of Shares"
2020-09-17,"Twitter",20834,"Thierry Baudet (FvD)","Number of Shares"
2020-09-18,"Twitter",21861,"Thierry Baudet (FvD)","Number of Shares"
2020-09-19,"Twitter",23151,"Thierry Baudet (FvD)","Number of Shares"
2020-09-20,"Twitter",24131,"Thierry Baudet (FvD)","Number of Shares"
2020-09-21,"Twitter",24238,"Thierry Baudet (FvD)","Number of Shares"
2020-09-22,"Twitter",25860,"Thierry Baudet (FvD)","Number of Shares"
2020-09-23,"Twitter",27200,"Thierry Baudet (FvD)","Number of Shares"
2020-09-24,"Twitter",28430,"Thierry Baudet (FvD)","Number of Shares"
2020-09-25,"Twitter",30711,"Thierry Baudet (FvD)","Number of Shares"
2020-09-26,"Twitter",30711,"Thierry Baudet (FvD)","Number of Shares"
2020-09-27,"Twitter",31133,"Thierry Baudet (FvD)","Number of Shares"
2020-09-28,"Twitter",31725,"Thierry Baudet (FvD)","Number of Shares"
2020-09-29,"Twitter",31850,"Thierry Baudet (FvD)","Number of Shares"
2020-09-30,"Twitter",32230,"Thierry Baudet (FvD)","Number of Shares"
2020-10-01,"Twitter",32941,"Thierry Baudet (FvD)","Number of Shares"
2020-10-02,"Twitter",33323,"Thierry Baudet (FvD)","Number of Shares"
2020-10-03,"Twitter",33529,"Thierry Baudet (FvD)","Number of Shares"
2020-10-04,"Twitter",33529,"Thierry Baudet (FvD)","Number of Shares"
2020-10-05,"Twitter",33529,"Thierry Baudet (FvD)","Number of Shares"
2020-10-06,"Twitter",33529,"Thierry Baudet (FvD)","Number of Shares"
2020-10-07,"Twitter",33967,"Thierry Baudet (FvD)","Number of Shares"
2020-10-08,"Twitter",34760,"Thierry Baudet (FvD)","Number of Shares"
2020-10-09,"Twitter",34884,"Thierry Baudet (FvD)","Number of Shares"
2020-10-10,"Twitter",35053,"Thierry Baudet (FvD)","Number of Shares"
2020-10-11,"Twitter",35053,"Thierry Baudet (FvD)","Number of Shares"
2020-10-12,"Twitter",36014,"Thierry Baudet (FvD)","Number of Shares"
2020-10-13,"Twitter",36014,"Thierry Baudet (FvD)","Number of Shares"
2020-10-14,"Twitter",36838,"Thierry Baudet (FvD)","Number of Shares"
2020-10-15,"Twitter",36838,"Thierry Baudet (FvD)","Number of Shares"
2020-10-16,"Twitter",36838,"Thierry Baudet (FvD)","Number of Shares"
2020-10-17,"Twitter",37403,"Thierry Baudet (FvD)","Number of Shares"
2020-10-18,"Twitter",37541,"Thierry Baudet (FvD)","Number of Shares"
2020-10-19,"Twitter",37541,"Thierry Baudet (FvD)","Number of Shares"
2020-10-20,"Twitter",37541,"Thierry Baudet (FvD)","Number of Shares"
2020-10-21,"Twitter",37541,"Thierry Baudet (FvD)","Number of Shares"
2020-10-22,"Twitter",37541,"Thierry Baudet (FvD)","Number of Shares"
2020-10-23,"Twitter",37541,"Thierry Baudet (FvD)","Number of Shares"
2020-10-24,"Twitter",37541,"Thierry Baudet (FvD)","Number of Shares"
2020-10-25,"Twitter",37541,"Thierry Baudet (FvD)","Number of Shares"
2020-10-26,"Twitter",38071,"Thierry Baudet (FvD)","Number of Shares"
2020-10-27,"Twitter",38071,"Thierry Baudet (FvD)","Number of Shares"
2020-10-28,"Twitter",38339,"Thierry Baudet (FvD)","Number of Shares"
2020-10-29,"Twitter",38960,"Thierry Baudet (FvD)","Number of Shares"
2020-10-30,"Twitter",39068,"Thierry Baudet (FvD)","Number of Shares"
2020-10-31,"Twitter",39523,"Thierry Baudet (FvD)","Number of Shares"
2020-11-01,"Twitter",39617,"Thierry Baudet (FvD)","Number of Shares"
2020-11-02,"Twitter",40085,"Thierry Baudet (FvD)","Number of Shares"
2020-11-03,"Twitter",40477,"Thierry Baudet (FvD)","Number of Shares"
2020-11-04,"Twitter",40851,"Thierry Baudet (FvD)","Number of Shares"
2020-11-05,"Twitter",42160,"Thierry Baudet (FvD)","Number of Shares"
2020-11-06,"Twitter",42314,"Thierry Baudet (FvD)","Number of Shares"
2020-11-07,"Twitter",42597,"Thierry Baudet (FvD)","Number of Shares"
2020-11-08,"Twitter",43113,"Thierry Baudet (FvD)","Number of Shares"
2020-11-09,"Twitter",43434,"Thierry Baudet (FvD)","Number of Shares"
2020-11-10,"Twitter",43706,"Thierry Baudet (FvD)","Number of Shares"
2020-11-11,"Twitter",44033,"Thierry Baudet (FvD)","Number of Shares"
2020-11-12,"Twitter",44728,"Thierry Baudet (FvD)","Number of Shares"
2020-11-13,"Twitter",45190,"Thierry Baudet (FvD)","Number of Shares"
2020-11-14,"Twitter",45488,"Thierry Baudet (FvD)","Number of Shares"
2020-11-15,"Twitter",45488,"Thierry Baudet (FvD)","Number of Shares"
2020-11-16,"Twitter",45691,"Thierry Baudet (FvD)","Number of Shares"
2020-11-17,"Twitter",45691,"Thierry Baudet (FvD)","Number of Shares"
2020-11-18,"Twitter",45975,"Thierry Baudet (FvD)","Number of Shares"
2020-11-19,"Twitter",46970,"Thierry Baudet (FvD)","Number of Shares"
2020-11-20,"Twitter",47096,"Thierry Baudet (FvD)","Number of Shares"
2020-11-21,"Twitter",47207,"Thierry Baudet (FvD)","Number of Shares"
2020-11-22,"Twitter",47322,"Thierry Baudet (FvD)","Number of Shares"
2020-11-23,"Twitter",47322,"Thierry Baudet (FvD)","Number of Shares"
2020-11-24,"Twitter",47685,"Thierry Baudet (FvD)","Number of Shares"
2020-11-25,"Twitter",48414,"Thierry Baudet (FvD)","Number of Shares"
2020-11-26,"Twitter",49612,"Thierry Baudet (FvD)","Number of Shares"
2020-11-27,"Twitter",51049,"Thierry Baudet (FvD)","Number of Shares"
2020-11-28,"Twitter",51186,"Thierry Baudet (FvD)","Number of Shares"
2020-11-29,"Twitter",51575,"Thierry Baudet (FvD)","Number of Shares"
2020-11-30,"Twitter",52260,"Thierry Baudet (FvD)","Number of Shares"
2020-12-01,"Twitter",52565,"Thierry Baudet (FvD)","Number of Shares"
2020-12-03,"Twitter",53197,"Thierry Baudet (FvD)","Number of Shares"
2020-12-04,"Twitter",53780,"Thierry Baudet (FvD)","Number of Shares"
2020-12-06,"Twitter",54044,"Thierry Baudet (FvD)","Number of Shares"
2020-12-08,"Twitter",54267,"Thierry Baudet (FvD)","Number of Shares"
2020-12-09,"Twitter",54267,"Thierry Baudet (FvD)","Number of Shares"
2020-12-10,"Twitter",54993,"Thierry Baudet (FvD)","Number of Shares"
2020-12-11,"Twitter",55621,"Thierry Baudet (FvD)","Number of Shares"
2020-12-12,"Twitter",55621,"Thierry Baudet (FvD)","Number of Shares"
2020-12-13,"Twitter",55621,"Thierry Baudet (FvD)","Number of Shares"
2020-12-14,"Twitter",58501,"Thierry Baudet (FvD)","Number of Shares"
2020-12-15,"Twitter",61070,"Thierry Baudet (FvD)","Number of Shares"
2020-12-16,"Twitter",62491,"Thierry Baudet (FvD)","Number of Shares"
2020-12-17,"Twitter",65004,"Thierry Baudet (FvD)","Number of Shares"
2020-12-18,"Twitter",65466,"Thierry Baudet (FvD)","Number of Shares"
2020-12-19,"Twitter",66179,"Thierry Baudet (FvD)","Number of Shares"
2020-12-20,"Twitter",66771,"Thierry Baudet (FvD)","Number of Shares"
2020-12-21,"Twitter",67297,"Thierry Baudet (FvD)","Number of Shares"
2020-12-22,"Twitter",67554,"Thierry Baudet (FvD)","Number of Shares"
2020-12-23,"Twitter",68041,"Thierry Baudet (FvD)","Number of Shares"
2020-12-24,"Twitter",68947,"Thierry Baudet (FvD)","Number of Shares"
2020-12-25,"Twitter",69173,"Thierry Baudet (FvD)","Number of Shares"
2020-12-26,"Twitter",69956,"Thierry Baudet (FvD)","Number of Shares"
2020-12-27,"Twitter",70655,"Thierry Baudet (FvD)","Number of Shares"
2020-12-28,"Twitter",71609,"Thierry Baudet (FvD)","Number of Shares"
2020-12-29,"Twitter",72074,"Thierry Baudet (FvD)","Number of Shares"
2020-12-30,"Twitter",73897,"Thierry Baudet (FvD)","Number of Shares"
2020-12-31,"Twitter",74343,"Thierry Baudet (FvD)","Number of Shares"
2021-01-01,"Twitter",75954,"Thierry Baudet (FvD)","Number of Shares"
2021-01-02,"Twitter",76737,"Thierry Baudet (FvD)","Number of Shares"
2021-01-03,"Twitter",80367,"Thierry Baudet (FvD)","Number of Shares"
2021-01-04,"Twitter",80657,"Thierry Baudet (FvD)","Number of Shares"
2021-01-05,"Twitter",81047,"Thierry Baudet (FvD)","Number of Shares"
2021-01-06,"Twitter",82034,"Thierry Baudet (FvD)","Number of Shares"
2021-01-07,"Twitter",82474,"Thierry Baudet (FvD)","Number of Shares"
2021-01-08,"Twitter",82474,"Thierry Baudet (FvD)","Number of Shares"
2021-01-09,"Twitter",82956,"Thierry Baudet (FvD)","Number of Shares"
2021-01-10,"Twitter",83535,"Thierry Baudet (FvD)","Number of Shares"
2021-01-11,"Twitter",86624,"Thierry Baudet (FvD)","Number of Shares"
2021-01-12,"Twitter",88117,"Thierry Baudet (FvD)","Number of Shares"
2021-01-13,"Twitter",88663,"Thierry Baudet (FvD)","Number of Shares"
2021-01-14,"Twitter",90161,"Thierry Baudet (FvD)","Number of Shares"
2021-01-15,"Twitter",91826,"Thierry Baudet (FvD)","Number of Shares"
2021-01-16,"Twitter",93758,"Thierry Baudet (FvD)","Number of Shares"
2021-01-17,"Twitter",95459,"Thierry Baudet (FvD)","Number of Shares"
2021-01-18,"Twitter",96363,"Thierry Baudet (FvD)","Number of Shares"
2021-01-19,"Twitter",97734,"Thierry Baudet (FvD)","Number of Shares"
2021-01-20,"Twitter",98300,"Thierry Baudet (FvD)","Number of Shares"
2021-01-21,"Twitter",99979,"Thierry Baudet (FvD)","Number of Shares"
2021-01-22,"Twitter",102577,"Thierry Baudet (FvD)","Number of Shares"
2021-01-23,"Twitter",103469,"Thierry Baudet (FvD)","Number of Shares"
2021-01-24,"Twitter",103569,"Thierry Baudet (FvD)","Number of Shares"
2021-01-25,"Twitter",108701,"Thierry Baudet (FvD)","Number of Shares"
2021-01-26,"Twitter",111215,"Thierry Baudet (FvD)","Number of Shares"
2021-01-27,"Twitter",112942,"Thierry Baudet (FvD)","Number of Shares"
2021-01-28,"Twitter",113754,"Thierry Baudet (FvD)","Number of Shares"
2021-01-29,"Twitter",115025,"Thierry Baudet (FvD)","Number of Shares"
2021-01-30,"Twitter",115643,"Thierry Baudet (FvD)","Number of Shares"
2021-01-31,"Twitter",118317,"Thierry Baudet (FvD)","Number of Shares"
2021-02-01,"Twitter",119714,"Thierry Baudet (FvD)","Number of Shares"
2021-02-02,"Twitter",123226,"Thierry Baudet (FvD)","Number of Shares"
2021-02-03,"Twitter",126150,"Thierry Baudet (FvD)","Number of Shares"
2021-02-04,"Twitter",127456,"Thierry Baudet (FvD)","Number of Shares"
2021-02-05,"Twitter",128765,"Thierry Baudet (FvD)","Number of Shares"
2021-02-06,"Twitter",131005,"Thierry Baudet (FvD)","Number of Shares"
2021-02-07,"Twitter",133683,"Thierry Baudet (FvD)","Number of Shares"
2021-02-08,"Twitter",135165,"Thierry Baudet (FvD)","Number of Shares"
2021-02-09,"Twitter",140827,"Thierry Baudet (FvD)","Number of Shares"
2021-02-10,"Twitter",144806,"Thierry Baudet (FvD)","Number of Shares"
2021-02-11,"Twitter",147716,"Thierry Baudet (FvD)","Number of Shares"
2021-02-12,"Twitter",149171,"Thierry Baudet (FvD)","Number of Shares"
2021-02-13,"Twitter",150738,"Thierry Baudet (FvD)","Number of Shares"
2021-02-14,"Twitter",151252,"Thierry Baudet (FvD)","Number of Shares"
2021-02-15,"Twitter",153013,"Thierry Baudet (FvD)","Number of Shares"
2021-02-16,"Twitter",153479,"Thierry Baudet (FvD)","Number of Shares"
2021-02-17,"Twitter",155874,"Thierry Baudet (FvD)","Number of Shares"
2021-02-18,"Twitter",158713,"Thierry Baudet (FvD)","Number of Shares"
2021-02-19,"Twitter",161562,"Thierry Baudet (FvD)","Number of Shares"
2021-02-20,"Twitter",165698,"Thierry Baudet (FvD)","Number of Shares"
2021-02-21,"Twitter",168937,"Thierry Baudet (FvD)","Number of Shares"
2021-02-22,"Twitter",169509,"Thierry Baudet (FvD)","Number of Shares"
2020-08-14,"Facebook",0,"Thierry Baudet (FvD)","Number of Likes"
2020-08-15,"Facebook",856,"Thierry Baudet (FvD)","Number of Likes"
2020-08-16,"Facebook",2261,"Thierry Baudet (FvD)","Number of Likes"
2020-08-17,"Facebook",2261,"Thierry Baudet (FvD)","Number of Likes"
2020-08-18,"Facebook",5339,"Thierry Baudet (FvD)","Number of Likes"
2020-08-19,"Facebook",12996,"Thierry Baudet (FvD)","Number of Likes"
2020-08-20,"Facebook",12996,"Thierry Baudet (FvD)","Number of Likes"
2020-08-21,"Facebook",14263,"Thierry Baudet (FvD)","Number of Likes"
2020-08-22,"Facebook",15495,"Thierry Baudet (FvD)","Number of Likes"
2020-08-23,"Facebook",15495,"Thierry Baudet (FvD)","Number of Likes"
2020-08-24,"Facebook",15495,"Thierry Baudet (FvD)","Number of Likes"
2020-08-25,"Facebook",15495,"Thierry Baudet (FvD)","Number of Likes"
2020-08-26,"Facebook",16699,"Thierry Baudet (FvD)","Number of Likes"
2020-08-27,"Facebook",18978,"Thierry Baudet (FvD)","Number of Likes"
2020-08-28,"Facebook",18978,"Thierry Baudet (FvD)","Number of Likes"
2020-08-29,"Facebook",18978,"Thierry Baudet (FvD)","Number of Likes"
2020-08-30,"Facebook",18978,"Thierry Baudet (FvD)","Number of Likes"
2020-08-31,"Facebook",19372,"Thierry Baudet (FvD)","Number of Likes"
2020-09-01,"Facebook",19372,"Thierry Baudet (FvD)","Number of Likes"
2020-09-02,"Facebook",19372,"Thierry Baudet (FvD)","Number of Likes"
2020-09-03,"Facebook",28611,"Thierry Baudet (FvD)","Number of Likes"
2020-09-04,"Facebook",29496,"Thierry Baudet (FvD)","Number of Likes"
2020-09-05,"Facebook",29496,"Thierry Baudet (FvD)","Number of Likes"
2020-09-06,"Facebook",29496,"Thierry Baudet (FvD)","Number of Likes"
2020-09-07,"Facebook",34582,"Thierry Baudet (FvD)","Number of Likes"
2020-09-08,"Facebook",35457,"Thierry Baudet (FvD)","Number of Likes"
2020-09-09,"Facebook",47543,"Thierry Baudet (FvD)","Number of Likes"
2020-09-10,"Facebook",51480,"Thierry Baudet (FvD)","Number of Likes"
2020-09-11,"Facebook",53620,"Thierry Baudet (FvD)","Number of Likes"
2020-09-12,"Facebook",54920,"Thierry Baudet (FvD)","Number of Likes"
2020-09-13,"Facebook",59627,"Thierry Baudet (FvD)","Number of Likes"
2020-09-14,"Facebook",61349,"Thierry Baudet (FvD)","Number of Likes"
2020-09-15,"Facebook",65486,"Thierry Baudet (FvD)","Number of Likes"
2020-09-16,"Facebook",71911,"Thierry Baudet (FvD)","Number of Likes"
2020-09-17,"Facebook",80470,"Thierry Baudet (FvD)","Number of Likes"
2020-09-18,"Facebook",82021,"Thierry Baudet (FvD)","Number of Likes"
2020-09-19,"Facebook",88186,"Thierry Baudet (FvD)","Number of Likes"
2020-09-20,"Facebook",90298,"Thierry Baudet (FvD)","Number of Likes"
2020-09-21,"Facebook",90808,"Thierry Baudet (FvD)","Number of Likes"
2020-09-22,"Facebook",96201,"Thierry Baudet (FvD)","Number of Likes"
2020-09-23,"Facebook",99877,"Thierry Baudet (FvD)","Number of Likes"
2020-09-24,"Facebook",103979,"Thierry Baudet (FvD)","Number of Likes"
2020-09-25,"Facebook",106169,"Thierry Baudet (FvD)","Number of Likes"
2020-09-26,"Facebook",106960,"Thierry Baudet (FvD)","Number of Likes"
2020-09-27,"Facebook",107429,"Thierry Baudet (FvD)","Number of Likes"
2020-09-28,"Facebook",108701,"Thierry Baudet (FvD)","Number of Likes"
2020-09-29,"Facebook",108994,"Thierry Baudet (FvD)","Number of Likes"
2020-09-30,"Facebook",109499,"Thierry Baudet (FvD)","Number of Likes"
2020-10-01,"Facebook",112715,"Thierry Baudet (FvD)","Number of Likes"
2020-10-02,"Facebook",113879,"Thierry Baudet (FvD)","Number of Likes"
2020-10-03,"Facebook",116142,"Thierry Baudet (FvD)","Number of Likes"
2020-10-04,"Facebook",116142,"Thierry Baudet (FvD)","Number of Likes"
2020-10-05,"Facebook",116142,"Thierry Baudet (FvD)","Number of Likes"
2020-10-06,"Facebook",116142,"Thierry Baudet (FvD)","Number of Likes"
2020-10-07,"Facebook",118477,"Thierry Baudet (FvD)","Number of Likes"
2020-10-08,"Facebook",120204,"Thierry Baudet (FvD)","Number of Likes"
2020-10-09,"Facebook",122186,"Thierry Baudet (FvD)","Number of Likes"
2020-10-10,"Facebook",122562,"Thierry Baudet (FvD)","Number of Likes"
2020-10-11,"Facebook",122562,"Thierry Baudet (FvD)","Number of Likes"
2020-10-12,"Facebook",124872,"Thierry Baudet (FvD)","Number of Likes"
2020-10-13,"Facebook",126251,"Thierry Baudet (FvD)","Number of Likes"
2020-10-14,"Facebook",135135,"Thierry Baudet (FvD)","Number of Likes"
2020-10-15,"Facebook",135135,"Thierry Baudet (FvD)","Number of Likes"
2020-10-16,"Facebook",135135,"Thierry Baudet (FvD)","Number of Likes"
2020-10-17,"Facebook",135135,"Thierry Baudet (FvD)","Number of Likes"
2020-10-18,"Facebook",138293,"Thierry Baudet (FvD)","Number of Likes"
2020-10-19,"Facebook",138525,"Thierry Baudet (FvD)","Number of Likes"
2020-10-20,"Facebook",138525,"Thierry Baudet (FvD)","Number of Likes"
2020-10-21,"Facebook",138525,"Thierry Baudet (FvD)","Number of Likes"
2020-10-22,"Facebook",141936,"Thierry Baudet (FvD)","Number of Likes"
2020-10-23,"Facebook",141936,"Thierry Baudet (FvD)","Number of Likes"
2020-10-24,"Facebook",142677,"Thierry Baudet (FvD)","Number of Likes"
2020-10-25,"Facebook",142677,"Thierry Baudet (FvD)","Number of Likes"
2020-10-26,"Facebook",142677,"Thierry Baudet (FvD)","Number of Likes"
2020-10-27,"Facebook",142677,"Thierry Baudet (FvD)","Number of Likes"
2020-10-28,"Facebook",145689,"Thierry Baudet (FvD)","Number of Likes"
2020-10-29,"Facebook",151657,"Thierry Baudet (FvD)","Number of Likes"
2020-10-30,"Facebook",152415,"Thierry Baudet (FvD)","Number of Likes"
2020-10-31,"Facebook",155732,"Thierry Baudet (FvD)","Number of Likes"
2020-11-01,"Facebook",159774,"Thierry Baudet (FvD)","Number of Likes"
2020-11-02,"Facebook",161063,"Thierry Baudet (FvD)","Number of Likes"
2020-11-03,"Facebook",170240,"Thierry Baudet (FvD)","Number of Likes"
2020-11-04,"Facebook",172694,"Thierry Baudet (FvD)","Number of Likes"
2020-11-05,"Facebook",175655,"Thierry Baudet (FvD)","Number of Likes"
2020-11-06,"Facebook",181912,"Thierry Baudet (FvD)","Number of Likes"
2020-11-07,"Facebook",181912,"Thierry Baudet (FvD)","Number of Likes"
2020-11-08,"Facebook",184544,"Thierry Baudet (FvD)","Number of Likes"
2020-11-09,"Facebook",186511,"Thierry Baudet (FvD)","Number of Likes"
2020-11-10,"Facebook",190878,"Thierry Baudet (FvD)","Number of Likes"
2020-11-11,"Facebook",198978,"Thierry Baudet (FvD)","Number of Likes"
2020-11-12,"Facebook",199475,"Thierry Baudet (FvD)","Number of Likes"
2020-11-13,"Facebook",200480,"Thierry Baudet (FvD)","Number of Likes"
2020-11-14,"Facebook",200480,"Thierry Baudet (FvD)","Number of Likes"
2020-11-15,"Facebook",200480,"Thierry Baudet (FvD)","Number of Likes"
2020-11-16,"Facebook",200480,"Thierry Baudet (FvD)","Number of Likes"
2020-11-17,"Facebook",200480,"Thierry Baudet (FvD)","Number of Likes"
2020-11-18,"Facebook",201354,"Thierry Baudet (FvD)","Number of Likes"
2020-11-19,"Facebook",204147,"Thierry Baudet (FvD)","Number of Likes"
2020-11-20,"Facebook",204147,"Thierry Baudet (FvD)","Number of Likes"
2020-11-21,"Facebook",204147,"Thierry Baudet (FvD)","Number of Likes"
2020-11-22,"Facebook",206602,"Thierry Baudet (FvD)","Number of Likes"
2020-11-23,"Facebook",206602,"Thierry Baudet (FvD)","Number of Likes"
2020-11-24,"Facebook",206602,"Thierry Baudet (FvD)","Number of Likes"
2020-11-25,"Facebook",207212,"Thierry Baudet (FvD)","Number of Likes"
